Sales_Order #,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,,,
000261678,11/28/2021,28,November,2021,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261679,11/28/2021,28,November,2021,31,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261680,11/29/2021,29,November,2021,17,Youth (<25),F,Australia,Tasmania,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261681,11/29/2021,29,November,2021,21,Youth (<25),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261682,11/29/2021,29,November,2021,24,Youth (<25),F,Australia,Tasmania,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261683,11/29/2021,29,November,2021,17,Youth (<25),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261684,11/29/2021,29,November,2021,29,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Black, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261685,11/29/2021,29,November,2021,44,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261686,11/30/2021,30,November,2021,29,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261687,11/30/2021,30,November,2021,60,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261688,11/30/2021,30,November,2021,17,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261689,11/30/2021,30,November,2021,18,Youth (<25),M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Red, 58",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261690,11/30/2021,30,November,2021,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261691,11/30/2021,30,November,2021,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261692,11/30/2021,30,November,2021,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261693,11/30/2021,30,November,2021,46,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261694,11/30/2021,30,November,2021,57,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261695,12/1/2021,1,December,2021,39,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261696,12/1/2021,1,December,2021,42,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261697,12/1/2021,1,December,2021,36,Adults (35-64),F,Germany,Brandenburg,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261698,12/1/2021,1,December,2021,20,Youth (<25),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261699,12/1/2021,1,December,2021,23,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261700,12/1/2021,1,December,2021,23,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261701,12/1/2021,1,December,2021,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261702,12/1/2021,1,December,2021,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261703,12/1/2021,1,December,2021,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261704,12/1/2021,1,December,2021,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261705,12/1/2021,1,December,2021,44,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261706,12/2/2021,2,December,2021,39,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261707,12/2/2021,2,December,2021,44,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261708,12/2/2021,2,December,2021,41,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261709,12/2/2021,2,December,2021,29,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261710,12/2/2021,2,December,2021,35,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261711,12/2/2021,2,December,2021,37,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261712,12/2/2021,2,December,2021,28,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261713,12/2/2021,2,December,2021,31,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261714,12/2/2021,2,December,2021,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261715,12/3/2021,3,December,2021,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261716,12/3/2021,3,December,2021,41,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-250 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261717,12/3/2021,3,December,2021,47,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261718,12/3/2021,3,December,2021,59,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261719,12/3/2021,3,December,2021,28,Young Adults (25-34),M,France,Essonne,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261720,12/3/2021,3,December,2021,34,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261721,12/3/2021,3,December,2021,24,Youth (<25),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261722,12/3/2021,3,December,2021,34,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261723,12/3/2021,3,December,2021,37,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261724,12/3/2021,3,December,2021,24,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261725,12/3/2021,3,December,2021,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261726,12/3/2021,3,December,2021,28,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261727,12/3/2021,3,December,2021,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261728,12/3/2021,3,December,2021,37,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261729,12/3/2021,3,December,2021,45,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261730,12/3/2021,3,December,2021,54,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261731,12/4/2021,4,December,2021,31,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261732,12/4/2021,4,December,2021,22,Youth (<25),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261733,12/4/2021,4,December,2021,27,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261734,12/5/2021,5,December,2021,39,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261735,12/5/2021,5,December,2021,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261736,12/5/2021,5,December,2021,60,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261737,12/5/2021,5,December,2021,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261738,12/5/2021,5,December,2021,29,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261739,12/5/2021,5,December,2021,48,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261740,12/5/2021,5,December,2021,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261741,12/5/2021,5,December,2021,28,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261742,12/5/2021,5,December,2021,29,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261743,12/5/2021,5,December,2021,35,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261744,12/5/2021,5,December,2021,37,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261745,12/5/2021,5,December,2021,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261746,12/5/2021,5,December,2021,57,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261747,12/6/2021,6,December,2021,23,Youth (<25),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261748,12/6/2021,6,December,2021,23,Youth (<25),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261749,12/6/2021,6,December,2021,26,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261750,12/6/2021,6,December,2021,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261751,12/6/2021,6,December,2021,36,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261752,12/6/2021,6,December,2021,47,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261753,12/7/2021,7,December,2021,26,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261754,12/7/2021,7,December,2021,30,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261755,12/7/2021,7,December,2021,36,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-150 Red, 62",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261756,12/7/2021,7,December,2021,37,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261757,12/7/2021,7,December,2021,45,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261758,12/7/2021,7,December,2021,25,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261759,12/7/2021,7,December,2021,38,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261760,12/7/2021,7,December,2021,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261761,12/7/2021,7,December,2021,19,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261762,12/7/2021,7,December,2021,25,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261763,12/7/2021,7,December,2021,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261764,12/7/2021,7,December,2021,33,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-250 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261765,12/7/2021,7,December,2021,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261766,12/7/2021,7,December,2021,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261767,12/7/2021,7,December,2021,43,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261768,12/7/2021,7,December,2021,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261769,12/7/2021,7,December,2021,49,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261770,12/8/2021,8,December,2021,19,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261771,12/8/2021,8,December,2021,25,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261772,12/8/2021,8,December,2021,27,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261773,12/8/2021,8,December,2021,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261774,12/8/2021,8,December,2021,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261775,12/8/2021,8,December,2021,40,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261776,12/8/2021,8,December,2021,39,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261777,12/8/2021,8,December,2021,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261778,12/8/2021,8,December,2021,35,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261779,12/8/2021,8,December,2021,45,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261780,12/8/2021,8,December,2021,47,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261781,12/9/2021,9,December,2021,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261782,12/9/2021,9,December,2021,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 58",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261783,12/9/2021,9,December,2021,75,Seniors (64+),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261784,12/9/2021,9,December,2021,26,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261785,12/9/2021,9,December,2021,41,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261786,12/9/2021,9,December,2021,42,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261787,12/9/2021,9,December,2021,42,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-650 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261788,12/10/2021,10,December,2021,43,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261789,12/10/2021,10,December,2021,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261790,12/10/2021,10,December,2021,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261791,12/10/2021,10,December,2021,34,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261792,12/10/2021,10,December,2021,40,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261793,12/10/2021,10,December,2021,23,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261794,12/10/2021,10,December,2021,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261795,12/10/2021,10,December,2021,34,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261796,12/10/2021,10,December,2021,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261797,12/10/2021,10,December,2021,38,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261798,12/11/2021,11,December,2021,24,Youth (<25),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261799,12/11/2021,11,December,2021,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261800,12/11/2021,11,December,2021,24,Youth (<25),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261801,12/11/2021,11,December,2021,27,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Red, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261802,12/11/2021,11,December,2021,41,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261803,12/11/2021,11,December,2021,36,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261804,12/11/2021,11,December,2021,41,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261805,12/11/2021,11,December,2021,18,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261806,12/11/2021,11,December,2021,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261807,12/11/2021,11,December,2021,27,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261808,12/11/2021,11,December,2021,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261809,12/11/2021,11,December,2021,37,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261810,12/11/2021,11,December,2021,38,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261811,12/11/2021,11,December,2021,54,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261812,12/12/2021,12,December,2021,27,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
